id_evento,timestamp,tipo_evento,servicio,usuario,hostname,ip_origen,ip_destino,hora_evento,es_horario_laboral,ip_origen_es_privada,usuario_privilegiado,host_critico,conteo_eventos_ip_ventana,conteo_usuarios_distintos_ip,conteo_hosts_distintos_ip,conteo_fallidos_ventana,servicio_sensible,severidad_inicial,resultado,clase_evento_ml
EVT-ML-0478,2026-06-10T19:36:00Z,file_access,os,ubuntu,srv-web-01,10.10.50.23,10.10.50.23,19,0,1,0,1,2,2,1,0,1,Media,permitido,normal
EVT-ML-0479,2026-06-10T14:51:00Z,dns_query,dns,deploy,ws-analyst-07,10.10.30.21,10.10.40.12,14,1,1,1,0,5,1,2,1,0,Baja,permitido,normal
EVT-ML-0480,2026-06-11T21:10:00Z,ssh_authentication,ssh,analyst,srv-web-01,10.10.20.20,10.10.30.21,21,0,1,0,1,1,1,2,2,1,Baja,permitido,normal
EVT-ML-0481,2026-06-11T01:26:00Z,data_exfiltration,ftp,analyst,srv-db-01,198.51.100.88,10.10.40.12,1,0,0,0,1,34,3,2,9,1,Alta,bloqueado,sospechoso
EVT-ML-0482,2026-06-11T11:26:00Z,ssh_authentication,ssh,test,srv-db-01,10.10.20.15,10.10.40.12,11,1,1,0,1,6,1,1,0,1,Media,observado,normal
EVT-ML-0483,2026-06-11T08:32:00Z,ssh_authentication,ssh,soporte,srv-auth-01,10.10.20.20,10.10.30.21,8,1,1,0,1,5,1,1,0,1,Baja,observado,normal
EVT-ML-0484,2026-06-11T15:00:00Z,network_connection,smb,test,ws-analyst-07,10.10.40.12,10.10.30.21,15,1,1,0,0,5,2,2,2,1,Baja,permitido,normal
EVT-ML-0485,2026-06-11T01:25:00Z,powershell_activity,powershell,admin,srv-auth-01,203.0.113.200,8.8.8.8,1,0,0,1,1,25,6,5,9,1,Critica,fallido,sospechoso
EVT-ML-0486,2026-06-11T10:20:00Z,file_access,os,test,ws-analyst-07,10.10.40.12,10.10.50.23,10,1,1,0,0,3,1,1,0,1,Baja,permitido,normal
EVT-ML-0487,2026-06-11T19:34:00Z,dns_query,dns,backup,srv-app-01,172.16.10.20,8.8.8.8,19,0,1,1,1,10,2,7,17,0,Alta,detectado,sospechoso
EVT-ML-0488,2026-06-11T16:07:00Z,dns_query,dns,root,srv-app-01,10.10.20.20,10.10.40.12,16,1,1,1,1,3,2,3,1,0,Media,fallido,fallido
EVT-ML-0489,2026-06-11T18:14:00Z,network_connection,http,ubuntu,srv-auth-01,198.51.100.130,10.10.20.15,18,1,0,0,1,7,4,3,4,0,Baja,observado,fallido
EVT-ML-0490,2026-06-11T13:47:00Z,ssh_authentication,ssh,analyst,srv-auth-01,203.0.113.200,10.10.20.15,13,1,0,0,1,12,2,3,2,1,Baja,observado,fallido
EVT-ML-0491,2026-06-11T23:43:00Z,file_access,os,root,srv-auth-01,198.51.100.88,8.8.8.8,23,0,0,1,1,25,9,2,16,1,Critica,fallido,sospechoso
EVT-ML-0492,2026-06-11T08:29:00Z,file_access,os,deploy,srv-auth-01,10.10.50.23,10.10.20.15,8,1,1,1,1,6,1,1,0,1,Baja,permitido,normal
EVT-ML-0493,2026-06-11T02:14:00Z,dns_query,dns,backup,srv-app-01,192.0.2.14,10.10.20.15,2,0,0,1,1,2,1,1,0,0,Baja,observado,normal
EVT-ML-0494,2026-06-11T11:15:00Z,process_creation,os,analyst,ws-analyst-07,10.10.20.20,10.10.30.21,11,1,1,0,0,1,2,1,2,1,Baja,observado,normal
EVT-ML-0495,2026-06-11T00:56:00Z,process_creation,os,admin,srv-web-01,203.0.113.88,10.10.20.20,0,0,0,1,1,3,4,1,5,1,Media,fallido,fallido
EVT-ML-0496,2026-06-11T08:14:00Z,network_connection,http,soporte,srv-auth-01,192.168.10.44,8.8.8.8,8,1,1,0,1,5,1,2,0,0,Baja,observado,normal
EVT-ML-0497,2026-06-11T05:00:00Z,dns_query,dns,soporte,srv-db-01,203.0.113.88,10.10.50.23,5,0,0,0,1,6,2,3,9,0,Baja,fallido,fallido
EVT-ML-0498,2026-06-11T01:37:00Z,process_creation,os,backup,srv-app-01,172.16.10.20,10.10.30.21,1,0,1,1,1,7,2,1,8,1,Media,fallido,fallido
EVT-ML-0499,2026-06-11T17:27:00Z,network_connection,https,root,srv-app-01,10.10.20.20,8.8.8.8,17,1,1,1,1,2,1,2,0,0,Baja,observado,normal
EVT-ML-0500,2026-06-11T09:56:00Z,file_access,os,analyst,srv-app-01,10.10.20.15,10.10.40.12,9,1,1,0,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-0501,2026-06-11T22:00:00Z,file_access,os,soporte,srv-db-01,10.10.20.15,10.10.50.23,22,0,1,0,1,1,1,2,0,1,Baja,observado,normal
EVT-ML-0502,2026-06-11T18:11:00Z,network_connection,https,soporte,srv-web-01,10.10.50.23,10.10.20.20,18,1,1,0,1,2,1,1,0,0,Baja,permitido,normal
EVT-ML-0503,2026-06-11T05:19:00Z,data_exfiltration,icmp,soporte,srv-app-01,198.51.100.130,10.10.30.21,5,0,0,0,1,29,4,6,22,0,Critica,fallido,sospechoso
EVT-ML-0504,2026-06-11T11:20:00Z,dns_query,dns,ubuntu,srv-db-01,172.16.10.20,10.10.20.20,11,1,1,0,1,1,1,2,1,0,Baja,permitido,normal
EVT-ML-0505,2026-06-11T11:39:00Z,network_connection,smb,root,srv-web-01,10.10.50.23,10.10.40.12,11,1,1,1,1,13,3,2,9,1,Media,fallido,fallido
EVT-ML-0506,2026-06-11T15:41:00Z,process_creation,os,analyst,srv-app-01,10.10.20.20,10.10.20.20,15,1,1,0,1,4,1,2,0,1,Baja,permitido,normal
EVT-ML-0507,2026-06-11T08:33:00Z,file_access,os,analyst,srv-web-01,10.10.50.23,10.10.20.15,8,1,1,0,1,4,2,2,0,1,Baja,permitido,normal
EVT-ML-0508,2026-06-11T10:22:00Z,file_access,os,admin,srv-app-01,198.51.100.88,10.10.50.23,10,1,0,1,1,5,1,2,1,1,Baja,permitido,normal
EVT-ML-0509,2026-06-11T10:54:00Z,dns_query,dns,soporte,srv-auth-01,172.16.10.20,10.10.50.23,10,1,1,0,1,2,2,1,1,0,Baja,permitido,normal
EVT-ML-0510,2026-06-11T20:55:00Z,process_creation,os,oracle,srv-auth-01,198.51.100.77,8.8.8.8,20,0,0,1,1,31,5,5,10,1,Alta,observado,sospechoso
EVT-ML-0511,2026-06-11T05:26:00Z,process_creation,os,ubuntu,srv-db-01,10.10.40.12,10.10.50.23,5,0,1,0,1,3,3,1,3,1,Media,fallido,fallido
EVT-ML-0512,2026-06-11T16:34:00Z,file_access,os,soporte,srv-app-01,10.10.50.23,10.10.20.15,16,1,1,0,1,5,1,1,0,1,Media,permitido,normal
EVT-ML-0513,2026-06-11T13:30:00Z,process_creation,os,root,srv-db-01,10.10.50.23,10.10.40.12,13,1,1,1,1,13,3,1,3,1,Baja,fallido,fallido
EVT-ML-0514,2026-06-11T18:18:00Z,ssh_authentication,ssh,admin,srv-db-01,10.10.30.21,8.8.8.8,18,1,1,1,1,5,1,2,0,1,Baja,permitido,normal
EVT-ML-0515,2026-06-11T10:47:00Z,process_creation,os,admin,srv-web-01,192.168.10.44,10.10.20.20,10,1,1,1,1,12,5,4,16,1,Critica,bloqueado,sospechoso
EVT-ML-0516,2026-06-11T15:12:00Z,ssh_authentication,ssh,analyst,srv-app-01,10.10.20.20,10.10.40.12,15,1,1,0,1,1,2,1,0,1,Media,observado,normal
EVT-ML-0517,2026-06-11T18:22:00Z,ssh_authentication,ssh,ubuntu,srv-auth-01,172.16.10.20,10.10.30.21,18,1,1,0,1,4,1,2,0,1,Media,observado,normal
EVT-ML-0518,2026-06-11T10:17:00Z,dns_query,dns,analyst,ws-analyst-07,192.0.2.55,10.10.30.21,10,1,0,0,0,6,1,1,1,0,Baja,observado,normal
EVT-ML-0519,2026-06-11T16:28:00Z,file_access,os,ubuntu,srv-app-01,10.10.20.20,10.10.50.23,16,1,1,0,1,1,2,1,0,1,Baja,observado,normal
EVT-ML-0520,2026-06-11T08:20:00Z,process_creation,os,analyst,srv-web-01,10.10.40.12,10.10.40.12,8,1,1,0,1,4,1,1,0,1,Baja,fallido,normal
EVT-ML-0521,2026-06-11T08:07:00Z,file_access,os,devops,srv-web-01,10.10.40.12,10.10.20.20,8,1,1,1,1,1,1,2,0,1,Baja,permitido,normal
EVT-ML-0522,2026-06-11T15:41:00Z,ssh_authentication,ssh,analyst,srv-web-01,172.16.10.20,10.10.20.15,15,1,1,0,1,4,2,2,0,1,Baja,observado,normal
EVT-ML-0523,2026-06-11T00:00:00Z,network_connection,ftp,postgres,srv-web-01,10.10.20.20,8.8.8.8,0,0,1,1,1,13,1,1,2,1,Media,bloqueado,fallido
EVT-ML-0524,2026-06-11T11:40:00Z,dns_query,dns,analyst,srv-web-01,10.10.20.20,10.10.50.23,11,1,1,0,1,4,2,1,0,0,Baja,permitido,normal
EVT-ML-0525,2026-06-11T06:41:00Z,file_access,os,analyst,srv-app-01,10.10.20.15,10.10.20.15,6,0,1,0,1,2,2,2,1,1,Baja,fallido,normal
EVT-ML-0526,2026-06-11T23:24:00Z,network_connection,ftp,test,srv-auth-01,203.0.113.200,10.10.30.21,23,0,0,0,1,5,3,3,8,1,Baja,fallido,fallido
EVT-ML-0527,2026-06-11T09:00:00Z,process_creation,os,oracle,srv-app-01,10.10.50.23,10.10.20.15,9,1,1,1,1,17,5,7,16,1,Critica,bloqueado,sospechoso
EVT-ML-0528,2026-06-11T09:15:00Z,file_access,os,soporte,srv-web-01,192.0.2.44,8.8.8.8,9,1,0,0,1,3,1,2,0,1,Baja,permitido,normal
EVT-ML-0529,2026-06-11T17:15:00Z,process_creation,os,ubuntu,srv-web-01,10.10.20.15,8.8.8.8,17,1,1,0,1,6,2,3,7,1,Media,fallido,fallido
EVT-ML-0530,2026-06-11T15:13:00Z,ssh_authentication,ssh,admin,srv-web-01,10.10.20.20,10.10.50.23,15,1,1,1,1,11,2,1,9,1,Baja,fallido,fallido
EVT-ML-0531,2026-06-11T10:28:00Z,dns_query,dns,analyst,ws-analyst-07,198.51.100.77,10.10.30.21,10,1,0,0,0,4,1,2,0,0,Baja,permitido,normal
EVT-ML-0532,2026-06-11T02:27:00Z,process_creation,os,ubuntu,ws-analyst-07,192.168.10.44,10.10.30.21,2,0,1,0,0,5,1,1,0,1,Baja,permitido,normal
EVT-ML-0533,2026-06-11T12:58:00Z,ssh_authentication,ssh,root,srv-web-01,10.10.20.15,10.10.50.23,12,1,1,1,1,6,2,2,0,1,Baja,permitido,normal
EVT-ML-0534,2026-06-11T01:58:00Z,process_creation,os,devops,ws-analyst-07,10.10.50.23,10.10.20.20,1,0,1,1,0,6,4,2,6,1,Media,fallido,fallido
EVT-ML-0535,2026-06-11T06:58:00Z,ssh_authentication,ssh,test,srv-app-01,203.0.113.45,8.8.8.8,6,0,0,0,1,13,2,2,8,1,Alta,fallido,fallido
EVT-ML-0536,2026-06-11T15:25:00Z,ssh_authentication,ssh,admin,ws-analyst-07,10.10.20.15,10.10.50.23,15,1,1,1,0,2,2,1,1,1,Baja,permitido,normal
EVT-ML-0537,2026-06-11T19:55:00Z,dns_query,dns,devops,srv-app-01,172.16.10.20,10.10.50.23,19,0,1,1,1,32,7,3,11,0,Alta,fallido,sospechoso
EVT-ML-0538,2026-06-11T00:49:00Z,file_access,os,test,ws-analyst-07,10.10.50.23,10.10.40.12,0,0,1,0,0,6,2,2,0,1,Baja,observado,normal
EVT-ML-0539,2026-06-11T09:47:00Z,dns_query,dns,analyst,ws-analyst-07,192.168.10.44,10.10.20.20,9,1,1,0,0,3,2,2,0,0,Baja,observado,normal
EVT-ML-0540,2026-06-11T11:15:00Z,file_access,os,analyst,srv-auth-01,172.16.10.20,10.10.20.15,11,1,1,0,1,1,1,2,1,1,Baja,permitido,normal
EVT-ML-0541,2026-06-11T14:59:00Z,ssh_authentication,ssh,devops,srv-web-01,198.51.100.130,10.10.50.23,14,1,0,1,1,21,7,4,24,1,Critica,detectado,sospechoso
EVT-ML-0542,2026-06-11T09:51:00Z,dns_query,dns,devops,srv-web-01,10.10.40.12,8.8.8.8,9,1,1,1,1,9,2,1,2,0,Alta,fallido,fallido
EVT-ML-0543,2026-06-11T20:26:00Z,network_connection,ftp,soporte,srv-auth-01,203.0.113.45,8.8.8.8,20,0,0,0,1,8,1,3,6,1,Alta,observado,fallido
EVT-ML-0544,2026-06-11T14:22:00Z,process_creation,os,analyst,srv-db-01,10.10.40.12,8.8.8.8,14,1,1,0,1,14,1,3,7,1,Media,fallido,fallido
EVT-ML-0545,2026-06-11T10:35:00Z,ssh_authentication,ssh,devops,ws-analyst-07,192.0.2.44,10.10.20.20,10,1,0,1,0,4,1,2,0,1,Baja,permitido,normal
EVT-ML-0546,2026-06-11T04:57:00Z,ssh_authentication,ssh,soporte,srv-app-01,10.10.30.21,10.10.20.20,4,0,1,0,1,14,3,3,8,1,Alta,fallido,fallido
EVT-ML-0547,2026-06-11T06:49:00Z,process_creation,os,ubuntu,srv-db-01,203.0.113.88,8.8.8.8,6,0,0,0,1,8,4,3,7,1,Media,bloqueado,fallido
EVT-ML-0548,2026-06-11T01:21:00Z,process_creation,os,root,srv-web-01,198.51.100.77,8.8.8.8,1,0,0,1,1,11,7,3,13,1,Critica,bloqueado,sospechoso
EVT-ML-0549,2026-06-11T11:51:00Z,network_connection,https,deploy,ws-analyst-07,192.168.10.44,10.10.20.20,11,1,1,1,0,5,1,1,0,0,Baja,permitido,normal
EVT-ML-0550,2026-06-11T14:47:00Z,file_access,os,analyst,srv-app-01,192.168.10.44,8.8.8.8,14,1,1,0,1,1,2,2,0,1,Baja,permitido,normal
EVT-ML-0551,2026-06-11T04:03:00Z,file_access,os,devops,srv-web-01,198.51.100.130,10.10.20.20,4,0,0,1,1,34,5,7,10,1,Critica,detectado,sospechoso
EVT-ML-0552,2026-06-11T20:01:00Z,data_exfiltration,icmp,analyst,srv-db-01,198.51.100.130,10.10.40.12,20,0,0,0,1,29,9,4,15,0,Alta,bloqueado,sospechoso
EVT-ML-0553,2026-06-11T16:54:00Z,dns_query,dns,backup,srv-auth-01,198.51.100.88,10.10.40.12,16,1,0,1,1,6,1,1,0,0,Baja,observado,normal
EVT-ML-0554,2026-06-11T08:24:00Z,dns_query,dns,soporte,ws-analyst-07,192.0.2.14,8.8.8.8,8,1,0,0,0,2,1,1,0,0,Baja,fallido,normal
EVT-ML-0555,2026-06-11T14:15:00Z,ssh_authentication,ssh,analyst,ws-analyst-07,10.10.20.20,10.10.40.12,14,1,1,0,0,4,2,1,0,1,Baja,observado,normal
EVT-ML-0556,2026-06-11T07:28:00Z,ssh_authentication,ssh,deploy,srv-auth-01,10.10.20.15,10.10.20.15,7,0,1,1,1,4,1,2,9,1,Baja,fallido,fallido
EVT-ML-0557,2026-06-11T13:30:00Z,process_creation,os,soporte,srv-web-01,192.0.2.14,10.10.30.21,13,1,0,0,1,26,4,2,13,1,Media,fallido,sospechoso
EVT-ML-0558,2026-06-11T13:50:00Z,network_connection,smb,ubuntu,srv-web-01,192.0.2.44,10.10.20.15,13,1,0,0,1,11,1,1,2,1,Baja,fallido,fallido
EVT-ML-0559,2026-06-11T08:41:00Z,ssh_authentication,ssh,ubuntu,srv-web-01,10.10.50.23,10.10.30.21,8,1,1,0,1,1,1,1,0,1,Baja,permitido,normal
EVT-ML-0560,2026-06-11T13:42:00Z,network_connection,https,soporte,ws-analyst-07,10.10.20.20,10.10.50.23,13,1,1,0,0,4,2,2,0,0,Baja,observado,normal
EVT-ML-0561,2026-06-11T20:08:00Z,ssh_authentication,ssh,admin,srv-web-01,198.51.100.77,10.10.50.23,20,0,0,1,1,8,3,1,7,1,Baja,fallido,fallido
EVT-ML-0562,2026-06-11T15:09:00Z,dns_query,dns,analyst,ws-analyst-07,10.10.20.15,8.8.8.8,15,1,1,0,0,6,2,1,0,0,Baja,observado,normal
EVT-ML-0563,2026-06-11T16:01:00Z,dns_query,dns,ubuntu,srv-auth-01,198.51.100.77,10.10.20.15,16,1,0,0,1,3,1,1,0,0,Baja,permitido,normal
EVT-ML-0564,2026-06-11T10:24:00Z,file_access,os,devops,ws-analyst-07,198.51.100.77,10.10.40.12,10,1,0,1,0,1,1,1,0,1,Media,permitido,normal
EVT-ML-0565,2026-06-11T13:06:00Z,ssh_authentication,ssh,ubuntu,srv-app-01,203.0.113.200,10.10.30.21,13,1,0,0,1,9,2,2,9,1,Media,bloqueado,fallido
EVT-ML-0566,2026-06-11T16:08:00Z,ssh_authentication,ssh,soporte,ws-analyst-07,10.10.50.23,8.8.8.8,16,1,1,0,0,3,1,2,0,1,Baja,observado,normal
EVT-ML-0567,2026-06-11T12:27:00Z,network_connection,smb,test,srv-app-01,172.16.10.20,10.10.20.20,12,1,1,0,1,7,1,2,7,1,Media,bloqueado,fallido
EVT-ML-0568,2026-06-11T01:18:00Z,ssh_authentication,ssh,test,srv-web-01,192.0.2.44,10.10.20.15,1,0,0,0,1,9,2,2,8,1,Media,observado,fallido
EVT-ML-0569,2026-06-11T22:00:00Z,dns_query,dns,backup,srv-auth-01,192.0.2.55,8.8.8.8,22,0,0,1,1,19,5,7,24,0,Critica,observado,sospechoso
EVT-ML-0570,2026-06-11T17:57:00Z,file_access,os,devops,srv-app-01,10.10.20.15,10.10.30.21,17,1,1,1,1,34,4,6,14,1,Critica,detectado,sospechoso
EVT-ML-0571,2026-06-11T17:18:00Z,file_access,os,soporte,ws-analyst-07,10.10.30.21,10.10.30.21,17,1,1,0,0,2,1,2,0,1,Baja,observado,normal
EVT-ML-0572,2026-06-11T01:39:00Z,ssh_authentication,ssh,deploy,srv-app-01,10.10.30.21,10.10.30.21,1,0,1,1,1,4,1,2,3,1,Media,fallido,fallido
EVT-ML-0573,2026-06-11T12:00:00Z,dns_query,dns,analyst,ws-analyst-07,172.16.10.20,10.10.30.21,12,1,1,0,0,2,2,2,0,0,Baja,observado,normal
EVT-ML-0574,2026-06-11T12:22:00Z,file_access,os,test,ws-analyst-07,10.10.20.15,10.10.30.21,12,1,1,0,0,6,1,1,0,1,Baja,permitido,normal
EVT-ML-0575,2026-06-11T22:07:00Z,ssh_authentication,ssh,analyst,ws-analyst-07,10.10.50.23,10.10.40.12,22,0,1,0,0,13,2,2,7,1,Media,observado,fallido
EVT-ML-0576,2026-06-11T00:22:00Z,process_creation,os,admin,srv-web-01,198.51.100.77,10.10.20.15,0,0,0,1,1,29,7,5,22,1,Critica,detectado,sospechoso
EVT-ML-0577,2026-06-11T08:11:00Z,process_creation,os,ubuntu,srv-db-01,192.168.10.44,10.10.20.15,8,1,1,0,1,3,1,2,0,1,Baja,observado,normal
EVT-ML-0578,2026-06-11T15:07:00Z,network_connection,https,test,srv-auth-01,10.10.20.15,10.10.30.21,15,1,1,0,1,6,2,2,1,0,Media,fallido,fallido
EVT-ML-0579,2026-06-11T09:30:00Z,process_creation,os,ubuntu,ws-analyst-07,10.10.40.12,8.8.8.8,9,1,1,0,0,1,2,1,0,1,Baja,permitido,normal
EVT-ML-0580,2026-06-11T15:13:00Z,file_access,os,soporte,srv-web-01,10.10.30.21,10.10.50.23,15,1,1,0,1,1,2,1,0,1,Baja,permitido,normal
EVT-ML-0581,2026-06-11T11:33:00Z,network_connection,https,soporte,ws-analyst-07,10.10.20.20,8.8.8.8,11,1,1,0,0,3,1,2,0,0,Baja,observado,normal
EVT-ML-0582,2026-06-11T02:39:00Z,ssh_authentication,ssh,root,srv-auth-01,172.16.10.20,10.10.40.12,2,0,1,1,1,6,2,1,3,1,Baja,fallido,fallido
EVT-ML-0583,2026-06-11T16:04:00Z,ssh_authentication,ssh,deploy,srv-app-01,10.10.50.23,10.10.50.23,16,1,1,1,1,1,1,2,0,1,Baja,permitido,normal
EVT-ML-0584,2026-06-11T13:10:00Z,dns_query,dns,analyst,srv-app-01,10.10.50.23,10.10.40.12,13,1,1,0,1,5,2,2,0,0,Baja,permitido,normal
EVT-ML-0585,2026-06-11T12:46:00Z,ssh_authentication,ssh,deploy,ws-analyst-07,10.10.30.21,10.10.20.20,12,1,1,1,0,3,2,1,0,1,Baja,permitido,normal
EVT-ML-0586,2026-06-11T16:15:00Z,dns_query,dns,test,srv-db-01,198.51.100.77,10.10.50.23,16,1,0,0,1,1,1,2,0,0,Media,permitido,normal
EVT-ML-0587,2026-06-11T14:03:00Z,file_access,os,analyst,srv-db-01,203.0.113.45,10.10.30.21,14,1,0,0,1,15,6,3,11,1,Critica,bloqueado,sospechoso
EVT-ML-0588,2026-06-11T23:55:00Z,network_connection,http,analyst,srv-auth-01,192.0.2.55,10.10.20.20,23,0,0,0,1,34,9,3,13,0,Alta,bloqueado,sospechoso
EVT-ML-0589,2026-06-11T11:57:00Z,process_creation,os,soporte,srv-app-01,10.10.40.12,10.10.20.20,11,1,1,0,1,10,2,1,4,1,Media,observado,fallido
EVT-ML-0590,2026-06-11T17:38:00Z,file_access,os,soporte,ws-analyst-07,10.10.20.20,10.10.20.15,17,1,1,0,0,4,1,2,1,1,Media,permitido,normal
EVT-ML-0591,2026-06-11T17:59:00Z,network_connection,http,analyst,srv-web-01,10.10.20.20,10.10.20.15,17,1,1,0,1,3,1,1,1,0,Baja,observado,normal
EVT-ML-0592,2026-06-11T14:52:00Z,file_access,os,soporte,srv-app-01,10.10.30.21,10.10.40.12,14,1,1,0,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-0593,2026-06-11T18:09:00Z,network_connection,http,analyst,srv-web-01,10.10.20.20,10.10.20.15,18,1,1,0,1,2,2,2,0,0,Baja,permitido,normal
EVT-ML-0594,2026-06-11T03:22:00Z,process_creation,os,oracle,ws-analyst-07,10.10.30.21,10.10.20.15,3,0,1,1,0,19,3,2,22,1,Media,detectado,sospechoso
EVT-ML-0595,2026-06-11T10:22:00Z,dns_query,dns,devops,ws-analyst-07,10.10.30.21,10.10.40.12,10,1,1,1,0,6,2,2,1,0,Baja,permitido,normal
EVT-ML-0596,2026-06-11T16:52:00Z,dns_query,dns,soporte,srv-auth-01,10.10.50.23,10.10.40.12,16,1,1,0,1,6,2,1,0,0,Media,permitido,normal
EVT-ML-0597,2026-06-11T12:21:00Z,file_access,os,analyst,ws-analyst-07,172.16.10.20,10.10.20.20,12,1,1,0,0,4,2,2,0,1,Baja,permitido,normal
EVT-ML-0598,2026-06-11T17:44:00Z,network_connection,smb,analyst,ws-analyst-07,10.10.30.21,10.10.20.15,17,1,1,0,0,2,1,2,0,1,Media,observado,normal
EVT-ML-0599,2026-06-11T17:29:00Z,file_access,os,deploy,ws-analyst-07,192.168.10.44,10.10.50.23,17,1,1,1,0,4,1,1,1,1,Baja,permitido,normal
EVT-ML-0600,2026-06-11T23:03:00Z,dns_query,dns,backup,srv-web-01,203.0.113.88,10.10.40.12,23,0,0,1,1,34,4,2,7,0,Alta,detectado,sospechoso
EVT-ML-0601,2026-06-11T16:33:00Z,ssh_authentication,ssh,devops,srv-db-01,10.10.30.21,10.10.40.12,16,1,1,1,1,4,2,2,1,1,Baja,permitido,normal
EVT-ML-0602,2026-06-11T17:56:00Z,network_connection,https,analyst,srv-web-01,172.16.10.20,10.10.30.21,17,1,1,0,1,5,2,1,0,0,Baja,fallido,normal
EVT-ML-0603,2026-06-11T11:35:00Z,dns_query,dns,analyst,srv-web-01,10.10.20.15,8.8.8.8,11,1,1,0,1,4,2,2,0,0,Baja,permitido,normal
EVT-ML-0604,2026-06-11T07:49:00Z,file_access,os,soporte,srv-web-01,10.10.20.15,10.10.20.20,7,0,1,0,1,3,1,1,0,1,Baja,observado,normal
EVT-ML-0605,2026-06-11T10:36:00Z,ssh_authentication,ssh,ubuntu,srv-web-01,192.168.10.44,10.10.40.12,10,1,1,0,1,1,1,2,0,1,Baja,fallido,normal
EVT-ML-0606,2026-06-11T09:44:00Z,process_creation,os,devops,srv-db-01,198.51.100.130,10.10.40.12,9,1,0,1,1,14,1,3,3,1,Baja,bloqueado,fallido
EVT-ML-0607,2026-06-11T07:05:00Z,network_connection,ftp,devops,ws-analyst-07,198.51.100.77,10.10.20.20,7,0,0,1,0,6,1,1,2,1,Baja,fallido,normal
EVT-ML-0608,2026-06-11T09:02:00Z,dns_query,dns,ubuntu,srv-db-01,192.0.2.14,10.10.20.20,9,1,0,0,1,6,1,1,8,0,Baja,fallido,fallido
EVT-ML-0609,2026-06-11T04:10:00Z,dns_query,dns,soporte,srv-auth-01,10.10.50.23,10.10.30.21,4,0,1,0,1,8,1,1,3,0,Media,fallido,fallido
EVT-ML-0610,2026-06-11T02:31:00Z,powershell_activity,powershell,devops,srv-web-01,192.168.10.44,10.10.30.21,2,0,1,1,1,20,8,6,24,1,Alta,detectado,sospechoso
EVT-ML-0611,2026-06-11T07:02:00Z,powershell_activity,powershell,admin,srv-db-01,203.0.113.45,8.8.8.8,7,0,0,1,1,33,5,7,20,1,Media,observado,sospechoso
EVT-ML-0612,2026-06-11T18:05:00Z,dns_query,dns,deploy,srv-db-01,10.10.40.12,8.8.8.8,18,1,1,1,1,5,2,1,0,0,Baja,observado,normal
EVT-ML-0613,2026-06-11T05:31:00Z,network_connection,smb,root,srv-db-01,172.16.10.20,10.10.40.12,5,0,1,1,1,11,6,5,4,1,Critica,fallido,sospechoso
EVT-ML-0614,2026-06-11T16:59:00Z,dns_query,dns,analyst,ws-analyst-07,192.168.10.44,10.10.40.12,16,1,1,0,0,4,1,1,0,0,Baja,observado,normal
EVT-ML-0615,2026-06-11T12:55:00Z,file_access,os,backup,srv-web-01,192.168.10.44,10.10.40.12,12,1,1,1,1,5,1,2,0,1,Baja,observado,normal
EVT-ML-0616,2026-06-11T13:44:00Z,file_access,os,soporte,ws-analyst-07,172.16.10.20,10.10.40.12,13,1,1,0,0,3,2,1,0,1,Media,permitido,normal
EVT-ML-0617,2026-06-11T17:46:00Z,network_connection,ftp,analyst,srv-app-01,10.10.20.20,10.10.40.12,17,1,1,0,1,5,4,2,2,1,Media,fallido,fallido
EVT-ML-0618,2026-06-11T15:37:00Z,network_connection,smb,test,ws-analyst-07,10.10.20.20,8.8.8.8,15,1,1,0,0,2,2,1,0,1,Baja,permitido,normal
EVT-ML-0619,2026-06-11T10:32:00Z,ssh_authentication,ssh,soporte,srv-auth-01,10.10.20.15,8.8.8.8,10,1,1,0,1,4,2,2,0,1,Baja,permitido,normal
EVT-ML-0620,2026-06-11T11:38:00Z,file_access,os,test,srv-app-01,10.10.40.12,10.10.40.12,11,1,1,0,1,3,2,2,0,1,Media,observado,normal
EVT-ML-0621,2026-06-11T18:31:00Z,network_connection,http,backup,srv-web-01,10.10.50.23,10.10.50.23,18,1,1,1,1,1,2,1,0,0,Baja,permitido,normal
EVT-ML-0622,2026-06-11T03:26:00Z,process_creation,os,root,srv-auth-01,192.0.2.14,10.10.20.15,3,0,0,1,1,8,2,3,5,1,Baja,fallido,fallido
EVT-ML-0623,2026-06-11T03:09:00Z,process_creation,os,admin,ws-analyst-07,192.168.10.44,10.10.50.23,3,0,1,1,0,6,2,2,0,1,Baja,permitido,normal
EVT-ML-0624,2026-06-11T05:27:00Z,process_creation,os,analyst,srv-auth-01,172.16.10.20,10.10.40.12,5,0,1,0,1,6,1,2,1,1,Baja,permitido,normal
EVT-ML-0625,2026-06-11T17:58:00Z,dns_query,dns,ubuntu,ws-analyst-07,10.10.50.23,10.10.20.20,17,1,1,0,0,3,1,1,0,0,Baja,observado,normal
EVT-ML-0626,2026-06-11T17:40:00Z,ssh_authentication,ssh,analyst,srv-web-01,198.51.100.130,10.10.20.20,17,1,0,0,1,6,2,2,4,1,Media,fallido,fallido
EVT-ML-0627,2026-06-11T22:01:00Z,process_creation,os,analyst,srv-db-01,203.0.113.88,10.10.20.15,22,0,0,0,1,10,1,1,3,1,Baja,bloqueado,fallido
